Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,Geolocation,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2017,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,21.6,21.6,,,16.2,28.1,55,"28,570",Disability Status,Any Disability,,,DISEST,RACEIND,,87,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2017,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,33.6,33.6,,,30.1,37.1,363,"329,102",Disability Status,Any Disability,,,DISEST,RACEIND,"(44.661319543001, -84.71439027)",26,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2017,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,26.5,26.5,,,22.3,31.2,267,"186,668",Disability Status,Any Disability,,,DISEST,VETIND,"(35.68094058, -85.774490914)",47,VET1,AGEADJPREV,DISSTAT,DISABL,,
2017,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,31.9,31.9,,,26.7,37.5,125,"57,814",Disability Status,Any Disability,,,DISEST,RACEIND,"(46.355648736, -94.794200503)",27,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2017,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,38,38,,,35.5,40.5,"1,042","285,915",Disability Status,Any Disability,,,DISEST,SEXIND,"(38.665510202, -80.712640135)",54,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2017,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(38.635790776, -92.566300053)",29,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2017,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,28.4,28.4,,,27.7,29.1,"17,332","9,706,982",Disability Status,Any Disability,,,DISEST,RACEIND,,83,RACE01,AGEADJPREV,DISSTAT,DISABL,,
2017,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,35,35,,,27.9,42.9,125,"89,703",Disability Status,Any Disability,,,DISEST,RACEIND,,81,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2017,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,34.2,34.2,,,32.5,35.9,"2,951","1,050,223",Disability Status,Any Disability,,,DISEST,VETIND,"(37.645970271, -84.774971048)",21,VET2,AGEADJPREV,DISSTAT,DISABL,,
2017,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,35.1,35.1,,,25.9,45.5,173,"75,929",Disability Status,Any Disability,,,DISEST,RACEIND,"(28.932040377, -81.928960539)",12,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2017,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,32.2,32.2,,,22.4,43.8,34,"33,899",Disability Status,Any Disability,,,DISEST,RACEIND,"(38.635790776, -92.566300053)",29,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2017,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,22,22,,,20.3,23.8,"1,441","328,201",Disability Status,Any Disability,,,DISEST,SEXIND,"(41.56266102, -72.649840952)",9,SEX02,AGEADJPREV,DISSTAT,DISABL,,
2017,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,21,21,,,19.6,22.5,"2,276","223,875",Disability Status,Any Disability,,,DISEST,RACEIND,"(45.254228894001, -68.985031336)",23,RACE01,AGEADJPREV,DISSTAT,DISABL,,
2017,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,17.1,17.1,,,14.8,19.6,336,"68,914",Disability Status,Any Disability,,,DISEST,AGEIND,"(45.254228894001, -68.985031336)",23,AGE01,PREV,DISSTAT,DISABL,,
2017,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,42.2,42.2,,,34.7,50.1,298,"120,837",Disability Status,Any Disability,,,DISEST,RACEIND,,84,RACE07,AGEADJPREV,DISSTAT,DISABL,,
2017,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,41.2,41.2,,,38.7,43.7,"1,003","504,122",Disability Status,Any Disability,,,DISEST,AGEIND,"(32.840571122, -86.631860762)",1,AGE02,PREV,DISSTAT,DISABL,,
2017,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,28.4,28.4,,,23.5,33.8,266,"373,405",Disability Status,Any Disability,,,DISEST,VETIND,"(40.793730152, -77.860700294)",42,VET1,AGEADJPREV,DISSTAT,DISABL,,
2017,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(35.466220975, -79.159250463)",37,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2017,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(34.86597028, -111.763811277)",4,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2017,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,20.5,20.5,,,19.4,21.6,"1,699","720,339",Disability Status,Any Disability,,,DISEST,VETIND,"(38.843840757, -106.133610921)",8,VET2,AGEADJPREV,DISSTAT,DISABL,,
2017,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,42.3,42.3,,,39.8,44.7,"1,069","140,890",Disability Status,Any Disability,,,DISEST,AGEIND,"(39.360700171, -111.587130635)",49,AGE03,PREV,DISSTAT,DISABL,,
2017,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,27.8,27.8,,,26.6,29,"2,812","1,943,190",Disability Status,Any Disability,,,DISEST,VETIND,"(44.661319543001, -84.71439027)",26,VET2,AGEADJPREV,DISSTAT,DISABL,,
2017,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(21.304850435, -157.857749403)",15,RACE07,AGEADJPREV,DISSTAT,DISABL,,
2017,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,16.1,16.1,,,14.8,17.5,648,"191,209",Disability Status,Any Disability,,,DISEST,AGEIND,"(39.360700171, -111.587130635)",49,AGE01,PREV,DISSTAT,DISABL,,
2017,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,62.6,62.6,,,59.4,65.8,907,"383,719",Disability Status,Any Disability,,,DISEST,AGEIND,,72,AGE03,PREV,DISSTAT,DISABL,,
2017,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,27.6,27.6,,,22.7,33.2,205,"362,928",Disability Status,Any Disability,,,DISEST,RACEIND,"(40.485010283, -88.997710178)",17,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2017,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,30.3,30.3,,,26.4,34.5,322,"487,775",Disability Status,Any Disability,,,DISEST,RACEIND,"(35.466220975, -79.159250463)",37,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2017,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,27.7,27.7,,,26.4,28.9,"2,079","186,039",Disability Status,Any Disability,,,DISEST,AGEIND,"(38.3477403, -98.200781227)",20,AGE02,PREV,DISSTAT,DISABL,,
2017,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(34.520880952, -106.240580985)",35,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2017,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,28,28,,,18.1,40.7,13,"3,389",Disability Status,Any Disability,,,DISEST,RACEIND,"(47.475319779, -100.118421049)",38,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2017,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,29.2,29.2,,,28.3,30.2,"11,632","8,259,269",Disability Status,Any Disability,,,DISEST,RACEIND,,59,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2017,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,23.6,23.6,,,22.6,24.6,"3,794","641,102",Disability Status,Any Disability,,,DISEST,AGEIND,,87,AGE02,PREV,DISSTAT,DISABL,,
2017,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,21.5,21.5,,,19.9,23.2,679,"282,218",Disability Status,Any Disability,,,DISEST,AGEIND,"(38.843840757, -106.133610921)",8,AGE02,PREV,DISSTAT,DISABL,,
2017,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,24.1,24.1,,,19,30,121,"10,502",Disability Status,Any Disability,,,DISEST,VETIND,"(38.890371385, -77.031961127)",11,VET1,AGEADJPREV,DISSTAT,DISABL,,
2017,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,20.8,20.8,,,18.6,23.1,716,"544,062",Disability Status,Any Disability,,,DISEST,SEXIND,"(42.27687047, -72.082690675)",25,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2017,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(37.645970271, -84.774971048)",21,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2017,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,38.6,38.6,,,27.4,51.3,29,"24,411",Disability Status,Any Disability,,,DISEST,RACEIND,"(44.567449424, -120.155031326)",41,RACE07,AGEADJPREV,DISSTAT,DISABL,,
2017,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,22.9,22.9,,,21.3,24.5,966,"111,585",Disability Status,Any Disability,,,DISEST,VETIND,"(38.890371385, -77.031961127)",11,VET2,AGEADJPREV,DISSTAT,DISABL,,
2017,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,14,14,,,12.4,15.9,347,"68,970",Disability Status,Any Disability,,,DISEST,AGEIND,"(21.304850435, -157.857749403)",15,AGE01,PREV,DISSTAT,DISABL,,
2017,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,42.3,42.3,,,40.7,43.9,"3,952","2,113,025",Disability Status,Any Disability,,,DISEST,AGEIND,,81,AGE03,PREV,DISSTAT,DISABL,,
2017,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,19.9,19.9,,,18.5,21.4,"1,289","99,188",Disability Status,Any Disability,,,DISEST,VETIND,"(47.475319779, -100.118421049)",38,VET2,AGEADJPREV,DISSTAT,DISABL,,
2017,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,40.5,40.5,,,39.6,41.5,"8,988","3,317,499",Disability Status,Any Disability,,,DISEST,AGEIND,,84,AGE03,PREV,DISSTAT,DISABL,,
2017,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,45,45,,,42.5,47.5,"3,592","1,862,566",Disability Status,Any Disability,,,DISEST,AGEIND,"(28.932040377, -81.928960539)",12,AGE03,PREV,DISSTAT,DISABL,,
2017,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,46.2,46.2,,,42.7,49.8,659,"747,068",Disability Status,Any Disability,,,DISEST,AGEIND,"(35.466220975, -79.159250463)",37,AGE03,PREV,DISSTAT,DISABL,,
2017,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,26.5,26.5,,,20.9,33,107,"130,821",Disability Status,Any Disability,,,DISEST,RACEIND,"(37.542680674, -78.457890463)",51,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2017,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,37.1,37.1,,,34.4,39.9,822,"621,793",Disability Status,Any Disability,,,DISEST,AGEIND,"(35.68094058, -85.774490914)",47,AGE02,PREV,DISSTAT,DISABL,,
2017,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,26.4,26.4,,,22,31.3,285,"785,781",Disability Status,Any Disability,,,DISEST,VETIND,"(37.638640123, -120.999999538)",6,VET1,AGEADJPREV,DISSTAT,DISABL,,
2017,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,,72,RACE07,AGEADJPREV,DISSTAT,DISABL,,
2017,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,25.5,25.5,,,23.4,27.6,816,"2,356,808",Disability Status,Any Disability,,,DISEST,AGEIND,"(37.638640123, -120.999999538)",6,AGE02,PREV,DISSTAT,DISABL,,
2017,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,22.7,22.7,,,21.1,24.4,935,"219,390",Disability Status,Any Disability,,,DISEST,AGEIND,"(41.56266102, -72.649840952)",9,AGE02,PREV,DISSTAT,DISABL,,
2017,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,26.8,26.8,,,14.6,43.8,20,"14,999",Disability Status,Any Disability,,,DISEST,RACEIND,,83,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2017,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,24.2,24.2,,,21.6,27,328,"386,842",Disability Status,Any Disability,,,DISEST,AGEIND,"(31.312660644, -92.445680071)",22,AGE01,PREV,DISSTAT,DISABL,,
2017,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,26.2,26.2,,,24,28.5,944,"520,729",Disability Status,Any Disability,,,DISEST,VETIND,"(39.49324039, -117.071840564)",32,VET2,AGEADJPREV,DISSTAT,DISABL,,
2017,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,30.9,30.9,,,26.9,35.2,235,"28,943",Disability Status,Any Disability,,,DISEST,RACEIND,"(41.641040988001, -99.365720623)",31,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2017,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(32.840571122, -86.631860762)",1,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2017,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,9.4,9.4,,,5.5,15.5,16,"49,895",Disability Status,Any Disability,,,DISEST,RACEIND,"(40.485010283, -88.997710178)",17,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2017,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,25.3,25.3,,,23.3,27.4,984,"1,428,852",Disability Status,Any Disability,,,DISEST,RACEIND,"(35.466220975, -79.159250463)",37,RACE01,AGEADJPREV,DISSTAT,DISABL,,
2017,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(41.641040988001, -99.365720623)",31,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2017,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,26.5,26.5,,,24.7,28.3,"1,264","1,847,701",Disability Status,Any Disability,,,DISEST,VETIND,"(35.466220975, -79.159250463)",37,VET2,AGEADJPREV,DISSTAT,DISABL,,
2017,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,34.2,34.2,,,23.2,47.3,30,"34,255",Disability Status,Any Disability,,,DISEST,RACEIND,"(32.840571122, -86.631860762)",1,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2017,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,31.1,31.1,,,23,40.5,38,"2,405",Disability Status,Any Disability,,,DISEST,RACEIND,,66,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2017,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,30.4,30.4,,,25.8,35.3,647,"167,614",Disability Status,Any Disability,,,DISEST,VETIND,"(33.998821303, -81.045371207)",45,VET1,AGEADJPREV,DISSTAT,DISABL,,
2017,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,28.6,28.6,,,24.1,33.6,199,"218,388",Disability Status,Any Disability,,,DISEST,RACEIND,"(35.68094058, -85.774490914)",47,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2017,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(35.68094058, -85.774490914)",47,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2017,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,31.1,31.1,,,27.5,34.9,234,"52,212",Disability Status,Any Disability,,,DISEST,RACEIND,"(38.3477403, -98.200781227)",20,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2017,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,22.1,22.1,,,20.2,24,"1,740","128,226",Disability Status,Any Disability,,,DISEST,VETIND,"(44.353130053, -100.373530637)",46,VET2,AGEADJPREV,DISSTAT,DISABL,,
2017,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,25.5,25.5,,,24.4,26.5,"7,554","3,267,867",Disability Status,Any Disability,,,DISEST,SEXIND,,82,SEX02,AGEADJPREV,DISSTAT,DISABL,,
2017,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,38.9,38.9,,,37.2,40.5,"2,005","386,640",Disability Status,Any Disability,,,DISEST,AGEIND,"(39.766910452, -86.149960194)",18,AGE03,PREV,DISSTAT,DISABL,,
2017,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,18.4,18.4,,,17.4,19.6,"1,262","891,987",Disability Status,Any Disability,,,DISEST,AGEIND,,89,AGE01,PREV,DISSTAT,DISABL,,
2017,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,27.8,27.8,,,25.7,29.9,645,"348,880",Disability Status,Any Disability,,,DISEST,RACEIND,"(34.86597028, -111.763811277)",4,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2017,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,27.9,27.9,,,23.8,32.3,775,"54,597",Disability Status,Any Disability,,,DISEST,VETIND,"(41.641040988001, -99.365720623)",31,VET1,AGEADJPREV,DISSTAT,DISABL,,
2017,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,27.7,27.7,,,22.2,33.9,591,"633,342",Disability Status,Any Disability,,,DISEST,VETIND,"(31.827240407, -99.426770206)",48,VET1,AGEADJPREV,DISSTAT,DISABL,,
2017,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,,72,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2017,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,33.8,33.8,,,24.7,44.1,67,"7,735",Disability Status,Any Disability,,,DISEST,RACEIND,"(41.708280193, -71.522470314)",44,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2017,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,22.5,22.5,,,21.5,23.5,"2,981","1,194,767",Disability Status,Any Disability,,,DISEST,SEXIND,,89,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2017,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,22,22,,,20.3,23.8,"1,171","2,898,330",Disability Status,Any Disability,,,DISEST,RACEIND,"(37.638640123, -120.999999538)",6,RACE01,AGEADJPREV,DISSTAT,DISABL,,
2017,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,25.1,25.1,,,23.6,26.8,"4,567","3,697,300",Disability Status,Any Disability,,,DISEST,SEXIND,,85,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2017,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,34.3,34.3,,,27.6,41.7,341,"63,830",Disability Status,Any Disability,,,DISEST,VETIND,"(34.520880952, -106.240580985)",35,VET1,AGEADJPREV,DISSTAT,DISABL,,
2017,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,24.4,24.4,,,22,27,515,"363,027",Disability Status,Any Disability,,,DISEST,AGEIND,"(44.393191174, -89.816370742)",55,AGE02,PREV,DISSTAT,DISABL,,
2017,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(38.843840757, -106.133610921)",8,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2017,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,17.1,17.1,,,15.1,19.2,483,"83,915",Disability Status,Any Disability,,,DISEST,RACEIND,"(21.304850435, -157.857749403)",15,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2017,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,17.7,17.7,,,15.7,19.9,357,"740,296",Disability Status,Any Disability,,,DISEST,AGEIND,"(40.793730152, -77.860700294)",42,AGE01,PREV,DISSTAT,DISABL,,
2017,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(34.748650124, -92.274490743)",5,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2017,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,26.2,26.2,,,24.3,28.2,954,"568,031",Disability Status,Any Disability,,,DISEST,AGEIND,"(37.542680674, -78.457890463)",51,AGE02,PREV,DISSTAT,DISABL,,
